제목,원제,개봉일,대여,구매,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,스트리밍
호빗: 스마우그의 폐허,The Hobbit: The Desolation of Smaug,(2013),"[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]","['86%', '7.8 (628k)']",['판타지'],['2시간 41분'],['Peter Jackson'],"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Benedict Cumberbatch', 'Orlando Bloom', 'Evangeline Lilly', 'Lee Pace', 'Luke Evans', 'Stephen Fry', 'Ken Stott', 'James Nesbitt', 'Antony Sher', 'Mikael Persbrandt', 'Sylvester McCoy', 'Aidan Turner', ""Dean O'Gorman"", 'Graham McTavish', 'Adam Brown', 'Peter Hambleton', 'John Callen', 'Mark Hadlow', 'Jed Brophy', 'William Kircher', 'Stephen Hunter', 'Ryan Gage', 'John Bell', 'Manu Bennett', 'Lawrence Makoare', 'Cate Blanchett', 'Peggy Nesbitt', 'Mary Nesbitt', 'Ben Mitchell', 'Stephen Ure', 'Craig Hall', 'Robin Kerr', 'Eli Kent', 'Simon London', 'Brian Sergent', 'Peter Vere-Jones', 'Mark Mitchinson', 'Kelly Kilgour', 'Sarah Peirse', 'Nick Blake', 'Dallas Barnett', 'Matt Smith', 'Katie Jackson', 'Richard Whiteside', 'Greg Ellis', 'Ray Henwood', 'Tim Gordon', 'Jabez Olssen', 'Stephen Colbert', 'Evelyn McGee-Colbert', 'Peter Colbert', 'John Colbert', 'Norman Kali', 'Carter Nixon', 'Zane Weiner', 'Allan Smith', 'Jack Binding', 'Terry Binding', 'Frank Edwards', 'Peter Jackson', 'Terry Notary', 'Emma Smith']","사나운 용 스마우그가 빼앗아간 동쪽의 외로운 산 에레보르 왕국을 되찾기 위해 뜻하지 않은 여정을 떠나게 된 호빗 빌보 배긴스와 간달프, 그리고 난쟁이족 왕족의 후예 소린이 이끄는 13명의 난쟁이족. 원정대는 외로운 산으로 가는 길에 어둠의 숲에서 모습을 자유자재로 바꾸는 베오른과 거대한 거미떼를 만나고, 난쟁이들에게 적대적인 엘프족에게 잡혔다가 도망쳐 호수마을을 지나는 등 다양한 모험을 하게 된다. 그리고 마침내 지금껏 만났던 그 어떤 존재보다도 위험하고 모두의 용기와 우정, 지혜의 한계를 시험에 들게 한 용 스마우그와 맞닥뜨리게 되는데...",https://images.justwatch.com/poster/239955735/s276/hobis-seumaugeuyi-pyeheo.webp,"[('wavve', ['정액제', 'HD'])]"
보이후드,Boyhood,(2014),"[('wavve', ['₩1,200', 'HD']), ('Naver Store', ['₩1,200', 'HD'])]","[('wavve', ['₩4,000', 'HD']), ('Naver Store', ['₩5,000', 'HD'])]","['83%', '7.9 (346k)']",['드라마'],['2시간 45분'],['Richard Linklater'],"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke', 'Lorelei Linklater', 'Libby Villari', 'Marco Perella', 'Brad Hawkins', 'Jamie Howard', 'Andrew Villarreal', 'Jenni Tooley', 'Zoe Graham', 'Charlie Sexton', 'Elijah Smith', 'Steven Chester Prince', 'Bonnie Cross', 'Sydney Orta', 'Shane Graham', 'Tess Allen', 'Ryan Power', 'Sharee Fowler', 'Mark Finn', 'Byron Jenkins', 'Holly Moore', 'David Blackwell', 'Barbara Chisholm', 'Matthew Martinez-Arndt', 'Cassidy Johnson', 'Cambell Westmoreland', 'Jennifer Griffin', 'Garry Peters', 'Merrilee McCommas', 'Tamara Jolaine', 'Jordan Howard', 'Andrew Bunten', 'Tyler Strother', 'Evie Thompson', 'Savannah Welch', 'Mika Odom', 'Sinjin Venegas', 'Nick Krause', 'Derek Chase Hickey', 'Angela Rawna', 'Megan Devine', 'Landon Collier', 'Roland Ruiz', 'Richard Jones', 'Karen Jones', 'Gordon Friday', 'Tom McTigue', 'Sam Dillon', 'Martel Summers', 'David Clark', 'Jessie Tilton', 'Richard Robichaux', 'Will Harris', 'Indica Shaw', 'Bruce Salmon', 'Wayne Sutton', 'Joe Sundell', 'Sean Tracey', 'Ben Hodges', 'Daniel Zeh', 'Chris Doubek', 'Andrea Chen', 'Mona Lee Fultz', 'Maximillian McNamara', 'Taylor Weaver', 'Jessi Mechler', 'Bill Wise', 'Alina Linklater', 'Charlotte Linklater', 'Genevieve Kinney', 'Elijah Ford', 'Kyle Crusham', 'Conrad Choucroun', 'Deanna Brochin', 'Stephen Latham', 'Heather Materne', 'Johnny Walter', 'Natalie Makenna', 'Ken Edwards']",여섯 살 메이슨 주니어와 그의 누나 사만다는 싱글맘인 올리비아와 텍사스에 살고 있다. 아빠인 메이슨 시니어는 일주일에 한 번씩 들러 메이슨과 사만다를 데리고 캠핑을 가거나 야구장에 데려 가며 친구처럼 놀아 주곤 하지만 함께 살 수는 없다. 게다가 엄마의 일 때문에 친구들과 헤어져 계속해서 낯선 도시로 이사를 다녀야 하는 메이슨은 외로운 나날을 보내며 점차 성장해가는데...,https://images.justwatch.com/poster/202358363/s276/boyhood.webp,"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]"
에너미,Enemy,(2013),"[('wavve', ['₩1,000', 'HD'])]",,"['76%', '6.9 (181k)']","['스릴러 , 드라마']",['1시간 31분'],['Denis Villeneuve'],"['Jake Gyllenhaal', 'Mélanie Laurent', 'Sarah Gadon', 'Isabella Rossellini', 'Joshua Peace', 'Tim Post', 'Kedar Brown', 'Darryl Dinn', 'Megan Mane', 'Misha Highstead', 'Alexis Uiga', 'Kiran Friesen', 'Loretta Yu', 'Stephen R. Hart', 'Paul Stephen']",역사학 교수 아담의 일상은 평화롭지만 건조하다. 그러던 어느 날 아담은 동료가 추천해준 영화에서 자신과 똑같은 외모의 배우 앤서니를 발견한다. 알 수 없는 호기심에 이끌려 앤서니를 찾아나서던 아담은 결국 앤서니와 직접 대면하기에 이른다. 하지만 둘의 첫 만남 이후 도리어 앤서니가 아담에게 집착하기 시작한다. 이윽고 아담의 여자친구에게 흥미를 느낀 앤서니가 아담에게 서로의 신분을 바꿔볼 것을 제안하고 아담이 이를 받아들이며 상황은 점점 서로의 통제를 벗어나기 시작한다.,https://images.justwatch.com/poster/19833865/s276/enemy.webp,"[('wavve', ['정액제', 'HD'])]"
Wild Japan: Snow Monkeys,,(2014),,,['87%'],['다큐멘터리'],['53min'],,['Liam Neeson'],"In the frigid valleys of Japan's Shiga Highlands, a troop of snow monkeys make their way and raise their families in a complex society of rank and privilege where each knows their place. Their leader is still new to the job and something of a solitary grouch. But one little monkey, innocently unaware of his own lowly social rank, reaches out to this lonely leader, forming a bond with him that manages over time to warm his less than sunny disposition. It is a rare and remarkable gesture that alters both their lives. Changing seasons bring new babies to care for, a profusion of insects and blossoms to eat, family disagreements to squabble over and tragedies to overcome. Mating season brings competition for females, as the days grow shorter and colder in a rush toward winter. But with their now confident leader to guide them and their families to shelter and care for them, this troop of snow monkeys is ready to face the world.",https://images.justwatch.com/poster/12354494/s276/wild-japan-snow-monkeys.webp,"[('Disney Plus', ['정액제', 'HD'])]"
위플래쉬,Whiplash,(2014),"[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]","['92%', '8.5 (777k)']","['드라마 , 음악']",['1시간 45분'],['Damien Chazelle'],"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Chris Mulkey', 'Nate Lang', 'Charlie Ian', 'Jayson Blair', 'Kavita Patil', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Kofi Siriboe', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Calvin C. Winbush', 'Marcus Henderson', 'Tony Baker', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Stephen Hsu', 'Herman Johansen', 'Wendee Lee', 'Joseph Oliveira', 'Michelle Ruff', 'Daniel Weidlein']","최고의 드러머가 되기 위해서라면 무엇이든 할 각오가 되어있는 음악대학 신입생 앤드류는 아무도 없는 지하실에서 혼자 드럼을 연습하던 중 우연한 기회로 누구든지 성공으로 이끄는 최고의 실력자이지만, 또한 동시에 최악의 폭군인 플렛처 교수에게 발탁되어 그의 밴드에 들어가게 된다. 설레는 마음으로 참가한 첫 연습에서, 그는 플렛처 교수의 진짜 얼굴을 마주치게 된다. 폭언과 학대 속에 좌절과 성취를 동시에 안겨주는 플렛처의 지독한 교육방식은 천재가 되길 갈망하는 앤드류의 집착을 끌어내며 그를 점점 광기로 몰아넣는데...",https://images.justwatch.com/poster/219653507/s276/whiplash.webp,"[('Watcha', ['정액제', 'HD'])]"
더 퍼지,The Purge,(2013),"[('wavve', ['₩1,200', 'HD'])]","[('wavve', ['₩4,000', 'HD'])]","['69%', '5.8 (215k)']","['스릴러 , SF , 공포']",['1시간 26분'],['James DeMonaco'],"['Ethan Hawke', 'Lena Headey', 'Max Burkholder', 'Adelaide Kane', 'Edwin Hodge', 'Rhys Wakefield', 'Arija Bareikis', 'Tony Oller', 'Tom Yi', 'Chris Mulkey', 'Tisha French', 'Dana Bunch', 'Peter Gvozdas', 'John Weselcouch', 'Alicia Vela-Bailey', 'David Basila', 'Nathan Clarkson', 'Boima Blake', 'Jesse Jacobs', 'Mickey Facchinello', 'Chester Lockhart', 'Tyler Osterkamp', 'Rj Wolfe', 'Aaron Kuban', 'Karen Strassman', 'Cindy Robinson']","사상 최저 실업률과 범죄율 단 1%의 미국, 완벽한 모습 뒤엔 매년 단 하루, 12시간동안 살인은 물론 어떤 범죄도 허용되는 ‘퍼지 데이’ 가 있다. 그 날은, 모든 공권력이 무력화되고 오직 폭력과 잔혹한 본능만이 난무한다. 2022년 3월 21일 퍼지 데이, 제임스(에단 호크)는 가족을 위해 최첨단 보안 시스템을 가동해 혹시 모를 위험에 대비한다. 하지만 한 순간의 방심으로 쫓기던 낯선 남자를 집으로 들이면서 끔찍한 ‘퍼지 데이’의 밤이 시작된다. 지금부터 12시간, 제임스 가족은 ‘퍼지 데이’에 살아남을 수 있을 것인가…",https://images.justwatch.com/poster/9971513/s276/the-purge.webp,"[('wavve', ['정액제', 'HD'])]"
패딩턴,Paddington,(2014),"[('wavve', ['₩1,200', 'HD'])]","[('Naver Store', ['₩1,200', 'HD'])]","['79%', '7.3 (106k)']","['코미디 , 애니메이션 , 가족 , 판타지 , Made in Europe']",['1시간 36분'],['Paul King'],"['Ben Whishaw', 'Hugh Bonneville', 'Sally Hawkins', 'Samuel Joslin', 'Madeleine Harris', 'Julie Walters', 'Nicole Kidman', 'Jim Broadbent', 'Peter Capaldi', 'Imelda Staunton', 'Michael Gambon', 'Madeleine Worrall', 'Tim Downie', 'Matt King', 'Simon Farnaby', 'Kayvan Novak', 'Matt Lucas', 'Jonathan Derbyshire', 'Mary Roscoe', 'Jude Wright', 'Lottie Steer', 'Alice Lowe', 'William Smith', 'Toby Williams', 'Catherine Shepherd', 'Sean Bridgeman', 'Cleo Sylvestre', 'Geoffrey Palmer', 'Gus Brown', 'Rufus Jones', 'Kenneth Hadley', 'David McKail', 'James Bachman', 'Javier Marzan', 'Llewella Gideon', 'Justin Edwards', 'Iain Mitchell', 'Barry Ashton', 'Michael Bond', 'Steve Edge', 'Steve Oram', 'Tom Meeten', 'Hamish McColl', 'Dominic Coleman', 'Tarik Blake', 'Daniel Westwood', 'Theresa Watson', 'Ross Boatman', 'Eddie Nestor', 'George Newton', 'Alexander Bracq', 'Ancuta Breaban', 'Faith Elizabeth', 'Barrie Martin', 'Stuart Matthews', 'Fabio Vollono', 'Julie Vollono', 'Matthew David McCarthy', 'Kornelia Horvath', 'Denis Khoroshko', 'Jack Philips', 'Bern Collaço', 'Asim Chaudhry', 'Nigel Genis', 'Jim Lawrence', 'Vic Waghorn']","폭풍우에 가족을 잃은 꼬마곰 패딩턴은 페루에서 영국까지 나홀로 여행을 떠난다. 런던에 도착한 패딩턴은 우연히 브라운 가족을 만나게 되고 그들의 도움을 받아 새로운 가족을 찾아 나선다. 하지만 움직이기만 해도 사고, 만지기만 해도 사고, 1초에 한번씩 사고를 치는 패딩턴은 브라운 가족의 골칫거리가 되고 만다. 한편, 말하는 곰이 나타났다는 소식에 악당 박제사 밀리센트는 호시탐탐 패딩턴을 노리는데…",https://images.justwatch.com/poster/11522419/s276/paddington.webp,"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]"
버드맨,Birdman or (The Unexpected Virtue of Ignorance),(2014),,"[('wavve', ['₩5,500', 'HD'])]","['84%', '7.7 (604k)']","['드라마 , 코미디']",['1시간 59분'],['Alejandro González Iñárritu'],"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough', 'Amy Ryan', 'Naomi Watts', 'Lindsay Duncan', 'Merritt Wever', 'Jeremy Shamos', 'Damian Young', 'Bill Camp', 'Kenny Chin', 'Jamahl Garrison-Lowe', ""Katherine O'Sullivan"", 'Keenan Shimizu', 'Akira Ito', 'Natalie Gold', 'Michael Siberry', 'Clark Middleton', 'William Youmans', 'Paula Pell', 'David Fierro', 'Hudson Flynn', 'Warren Kelley', 'Joel Garland', 'Brent Bateman', 'Donna Lynne Champlin', 'Valentino Musumeci', 'Taylor Schwencke', 'Craig muMs Grant', 'Kyle Knauf', 'Dave Neal', 'Kelly Southerland', 'Roberta Colindrez', 'Catherine Peppers', 'Frank Ridley', 'Janis Corsair', 'Rakesh G. Shah', 'Malachi Weir', 'Jackie Hoffman', 'Stephen Adly Guirgis', 'Glenn Wein', 'Ebrahim Jaffer', 'Rain Noe', 'Susan Blackwell', 'Anna Hardwick', 'Dusan Dukic', 'Helena-Alexis Seymour', 'Ian Finlay', 'Lynn Marocola']","슈퍼히어로 버드맨으로 할리우드 톱 스타에 올랐지만 지금은 잊혀진 배우 리건 톰슨. 그는 꿈과 명성을 되찾기 위해 브로드웨이 무대에 도전한다. 대중과 멀어지고, 작품으로 인정받은 적 없는 배우에게 현실은 그의 이상과 거리가 멀다. 재기에 대한 강박과 심각한 자금 압박 속에, 평단이 사랑하는 주연배우의 통제불가 행동들, 무명배우의 불안감, SNS 계정 하나 없는 아빠의 도전에 냉소적인 매니저 딸, 연극계를 좌지우지 하는 평론가의 악평 예고까지... 과연 버드맨 리건은 다시 날아오를 수 있을까?",https://images.justwatch.com/poster/177086879/s276/birdman.webp,"[('Amazon Prime Video', ['정액제', 'HD'])]"
미라클 벨리에,La Famille Bélier,(2014),"[('wavve', ['₩1,000', 'HD'])]","[('Naver Store', ['₩1,000', 'HD'])]","['78%', '7.3 (25k)']","['코미디 , Made in Europe , 음악 , 드라마']",['1시간 46분'],['Eric Lartigau'],"['Karin Viard', 'François Damiens', 'Eric Elmosnino', 'Louane', 'Roxane Duran', 'Ilian Bergala', 'Luca Gelberg', 'Mar Sodupe', 'Stéphan Wojtowicz', 'Jérôme Kircher', 'Bruno Gomila', 'Véronique Poulain', 'Philippe Dusseau', 'Clémence Lassalas', 'Melchior Lebeaut', 'Céline Jorrion', 'Manuel Weber', 'Sébastien Agius', 'Giulia Foïs', 'Noël Sorrente', 'Pascal Duthuin', 'Michel Amsellem', 'Matt Beurois', 'Lou Ravelli']","가족 중 유일하게 듣고 말할 수 있는 폴라는 파리 전학생 가브리엘에게 첫눈에 반하고, 그가 있는 합창부에 가입한다. 그런데 한 번도 소리 내어 노래한 적 없었던 폴라의 천재적 재능을 엿본 선생님은 파리에 있는 합창학교 오디션을 제안하고 가브리엘과의 듀엣 공연의 기회까지 찾아온다. 하지만 들을 수 없는 가족과 세상을 이어주는 역할로 바쁜 폴라는 자신이 갑작스럽게 떠나면 가족들에게 찾아올 혼란을 걱정한다. 게다가 늘 사랑을 줬던 엄마의 속내를 알게 되면서 폴라는 급기야 오디션을 포기하게 되는데…",https://images.justwatch.com/poster/12094590/s276/the-belier-family.webp,
오즈: 그레이트 앤드 파워풀,Oz the Great and Powerful,(2013),,"[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500'])]","['68%', '6.3 (203k)']","['판타지 , 가족']",['2시간 7분'],['Sam Raimi'],"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox', 'Stephen R. Hart', 'Abigail Spencer', 'Bruce Campbell', 'Ted Raimi', 'Tim Holmes', 'Toni Wynne', 'Rob Crites', 'William Dick', 'Gene Jones', 'John Lord Booth III', 'Suzanne Keilly', 'Shannon Murray', 'Ralph Lister', 'John Manfredi', 'Robert Stromberg', 'Channing Pierce', 'Brian Searle', 'Russell Bobbitt', 'Julie Gershenson', 'Dan Nelson', 'T.J. Jagodowski', 'John Paxton', 'Melissa Exelberth', 'Steve Forbes', 'Arnold Agee', 'Deborah Puette', 'Julius Kline III', 'Theresa Tilly', 'Betsy Baker', 'Ellen Sandweiss', 'Bella Shepard', 'Victoria Lurz', 'Stevie Lee', 'Martin Klebba', 'Bart McCarthy', 'Timothy Patrick Quill', 'Bill E. Rogers', 'Dan Hicks', 'Mia Serafino', 'Mikayla Bouchard', 'Nellie Ann Prestine-Lowery', 'Emma Raimi', 'Wendy Cutler', 'Robert Buck', 'Phillip Huber', 'Bernie Allemon', 'Dan Cota', 'Dale Drew', 'Spencer Frost', 'Jon Overgaauw', 'Eduardo Piedra', 'Eric Potts', 'Jordan Rafael', 'Adam Romano', 'David Spradlin', 'Mani Love', 'Michael Witous', 'Chidi Ajufo', 'Talia Akiva', 'Apollo Bacala', 'Kelly Bacon', 'Cameron Barnett', 'Robert T. Barrett', 'Colin Bryant', 'Ron Causey', 'Grady Chambless', 'Lee Christian', 'Michael Clossin', 'Neil Ellice', 'John C. Epperson', 'Mike Estes', 'Jessee Foudray', 'Logan Fry', 'Nesti Gee', 'Derrick Gilliam', 'Ryan Groves', 'Brice Harris', 'Niki Haze', 'Ron Heisler', 'Dennis Kleinsmith', 'Doug Kolbicz', 'Kef Lee', 'Davy J. Marr', 'Bob Jay Mills', 'Jessica Nichole', 'Gene Richards', 'Ari Rufino', 'Ashley Siloac', 'Amy Sutherland', 'Kevin Thompson', 'Filip Watermann', 'Otis Winston']","하찮은 서커스 마술사인 오스카는 어느날 회오리 바람에 휩쓸려 신비한 세계 오즈에 도착하고, 오즈의 사람들은 그가 오랫동안 기다려 온 위대한 마법사라고 믿는다. 하지만, 오즈의 세 마녀 글린다, 테오도라, 에바노라는 그의 정체를 의심하고, 오스카 또한 세 마녀 중 누가 나쁜 마녀인지를 가려내야만 하는데...",https://images.justwatch.com/poster/186661280/s276/oz-the-great-and-powerful.webp,"[('Disney Plus', ['정액제', 'HD'])]"
